player,player_id,position,player_game_count,percentage_games_played,grades_offense,raw_usage,usage_rate,raw_value_provided,year,draft_year,draft_team,draft_round,draft_pick,sum_raw_value_provided,expected_value,value_delta,team_name,Best_Match,Similarity_Score,round.x,pick.x,timestamp,team,playerid,full_name,name,associated_round,associated_pick,associated_team,count_text,mean_sentiment,comment_count,Team_Sentiment_Comment_Proportion,Team_Sentiment_Mean,offensive_word_count,pick.y,round.y,Direct_mentions,Indirect_mentions,avg_sentiment_direct_mentions,avg_sentiment_indirect_mentions,Direct_mention_binary
Damien Lewis,81532,OL,16,1.0,70.2,967,60.44,70.2,2020,2020,SEA,3,69,181.44,101.723333333333,79.7166666666667,SEA,Damien Lewis,100,3,69,1587779520,SEA,LewiDa05,Damien Lewis,D.Lewis,3,69,SEA,2437.0,0.148372512,13602.0,0.036527988,0.106199573,195.0,69.0,3.0,50.0,2387.0,0.136081633,0.14862738,1.0
Damon Arnette,28080,CB,9,0.56,41.7,343,38.11,23.46,2020,2020,LV,1,19,31.2,148.671428571429,-117.471428571429,LV,Damon Arnette,100,1,19,1587695580,LV,ArneDa00,Damon Arnette,D.Arnette,1,19,LV,4580.0,0.092779341,11083.0,0.029763248,0.107186085,402.0,19.0,1.0,87.0,4493.0,0.195081176,0.090831825,1.0
Dane Jackson,32989,CB,4,0.25,68.4,193,48.25,17.1,2020,2020,BUF,7,239,112.58,65.7821428571429,46.7978571428572,BUF,Dane Jackson,100,7,239,1587853140,BUF,JackDa02,Dane Jackson,D.Jackson,7,239,BUF,310.0,0.126943,7532.0,0.020227085,0.117431424,24.0,239.0,7.0,2.0,308.0,0.8979,0.124364548,1.0
Daniel Thomas,42544,S,6,0.38,52.3,162,27.0,19.61,2020,2020,JAX,5,157,50.69,67.2618181818182,-16.5718181818182,JAX,Daniel Thomas,100,5,157,1587839880,JAX,ThomDa07,Daniel Thomas,D.Thomas,5,157,JAX,828.0,0.152232763,6713.0,0.018027671,0.117975776,69.0,157.0,5.0,4.0,824.0,0.343025,0.151295209,1.0
Danny Pinter,47339,OL,9,0.56,58.0,103,11.44,32.63,2020,2020,IND,5,149,117.78,75.922380952381,41.8576190476191,IND,Danny Pinter,100,5,149,1587838500,IND,PintDa00,Danny Pinter,D.Pinter,5,149,IND,892.0,0.130387016,9313.0,0.025009936,0.130396679,66.0,149.0,5.0,1.0,891.0,0.0,0.129974002,1.0
Darnay Holmes,56247,CB,12,0.75,48.1,442,36.83,36.08,2020,2020,NYG,4,110,110.75,82.3886666666667,28.3613333333333,NYG,Darnay Holmes,100,4,110,1587831720,NYG,HolmDa01,Darnay Holmes,D.Holmes,4,110,NYG,413.0,0.127098786,12490.0,0.033541727,0.126600401,29.0,110.0,4.0,5.0,408.0,-0.04948,0.129268059,1.0
Darnell Mooney,48236,WR,16,1.0,68.7,537,33.56,68.7,2020,2020,CHI,5,173,192.25,122.469333333333,69.7806666666667,CHI,Darnell Mooney,100,5,173,1587842760,CHI,MoonDa00,Darnell Mooney,D.Mooney,5,173,CHI,526.0,0.135945349,12731.0,0.034188929,0.117120924,39.0,173.0,5.0,7.0,519.0,0.113785714,0.136250098,1.0
Darrell Taylor,36001,ED,16,0.94,57.6,545,34.06,54.21,2021,2020,SEA,2,48,108.8,119.853684210526,-11.0536842105263,SEA,Darrell Taylor,100,2,48,1587774060,SEA,TaylDa00,Darrell Taylor,D.Taylor,2,48,SEA,2134.0,0.111815894,13602.0,0.036527988,0.106199573,171.0,48.0,2.0,38.0,2096.0,0.255130556,0.109333061,1.0
Darrynton Evans,40692,HB,5,0.31,57.8,16,3.2,18.06,2020,2020,TEN,3,93,34.39,149.23875,-114.84875,TEN,Darrynton Evans,100,3,93,1587784980,TEN,EvanDa02,Darrynton Evans,D.Evans,3,93,TEN,556.0,0.113425458,4841.0,0.01300044,0.108463721,48.0,93.0,3.0,2.0,554.0,0.21075,0.113067647,1.0
Davion Taylor,81991,LB,4,0.25,27.4,33,8.25,6.85,2020,2020,PHI,3,103,27.29,105.269411764706,-77.9794117647059,PHI,Davion Taylor,100,3,103,1587786720,PHI,TaylDa01,Davion Taylor,D.Taylor,3,103,PHI,562.0,0.131434477,35223.0,0.094590893,0.058375155,51.0,103.0,3.0,3.0,559.0,0.143133333,0.13137078,1.0
DaVon Hamilton,28072,DI,11,0.69,53.9,408,37.09,37.06,2020,2020,JAX,3,73,161.65,118.013846153846,43.6361538461539,JAX,DaVon Hamilton,100,3,73,1587780600,JAX,HamiDa02,DaVon Hamilton,D.Hamilton,3,73,JAX,754.0,0.0997556,6713.0,0.018027671,0.117975776,58.0,73.0,3.0,5.0,749.0,-0.08555,0.100749196,1.0
Mike Onwenu,27357,OL,16,1.0,84.3,927,57.94,84.3,2020,2020,NE,6,182,245.48,53.2691304347826,192.210869565217,NE,Michael Onwenu,80,6,182,1587844020,NE,OnweMi00,Michael Onwenu,M.Onwenu,6,182,NE,455.0,0.096572321,18402.0,0.049418324,0.096257174,34.0,182.0,6.0,7.0,448.0,0.3167,0.093078231,1.0
DeeJay Dallas,55632,HB,8,0.5,72.1,51,6.38,36.05,2020,2020,SEA,4,144,142.53,133.245263157895,9.28473684210527,SEA,DeeJay Dallas,100,4,144,1587837540,SEA,DallDe00,DeeJay Dallas,D.Dallas,4,144,SEA,1247.0,0.174362582,13602.0,0.036527988,0.106199573,105.0,144.0,4.0,31.0,1216.0,0.135177778,0.175246449,1.0
Denzel Mims,47800,WR,9,0.56,69.4,264,29.33,39.04,2020,2020,NYJ,2,59,105.73,162.511578947368,-56.7815789473684,NYJ,Denzel Mims,100,2,59,1587777240,NYJ,MimsDe00,Denzel Mims,D.Mims,2,59,NYJ,1622.0,0.061157702,14679.0,0.039420257,0.113141363,192.0,59.0,2.0,125.0,1497.0,0.028490244,0.063859852,1.0
Derrek Tuszka,37724,ED,6,0.38,49.2,27,4.5,18.45,2020,2020,DEN,7,254,105.19,58.337,46.853,DEN,Derrek Tuszka,100,7,254,1587855120,DEN,TuszDe00,Derrek Tuszka,D.Tuszka,7,254,DEN,1117.0,0.162059582,10740.0,0.028842126,0.129802805,82.0,254.0,7.0,9.0,1108.0,-0.0945125,0.163937511,1.0
Derrick Brown,43883,DI,16,1.0,61.0,742,46.38,61.0,2020,2020,CAR,1,7,206.01,168.117142857143,37.8928571428571,CAR,Derrick Brown,100,1,7,1587690600,CAR,BrowDe05,Derrick Brown,D.Brown,1,7,CAR,3013.0,0.0831667,6452.0,0.017326759,0.12620506,315.0,7.0,1.0,162.0,2851.0,0.147845963,0.079498732,1.0
Devin Asiasi,40294,TE,9,0.56,51.6,109,12.11,29.03,2020,2020,NE,3,91,50.49,134.018571428571,-83.5285714285714,NE,Devin Asiasi,100,3,91,1587784200,NE,AsiaDe00,Devin Asiasi,D.Asiasi,3,91,NE,1719.0,0.101924176,18402.0,0.049418324,0.096257174,154.0,91.0,3.0,25.0,1694.0,0.159495833,0.101099761,1.0
Devin Duvernay,40006,WR,16,1.0,60.5,202,12.63,60.5,2020,2020,BAL,3,92,168.26,133.187894736842,35.0721052631579,BAL,Devin Duvernay,100,3,92,1587784500,BAL,DuveDe00,Devin Duvernay,D.Duvernay,3,92,BAL,2393.0,0.102018602,12762.0,0.034272179,0.109538109,221.0,92.0,3.0,77.0,2316.0,0.102855263,0.101990762,1.0
Jon Runyan,36661,OL,8,0.5,53.8,160,20.0,26.9,2020,2020,GB,6,192,150.77,53.2691304347826,97.5008695652174,GB,Jon Runyan,100,6,192,1587845880,GB,RunyJo00,Jon Runyan,J.Runyan,6,192,GB,469.0,0.130685153,33965.0,0.091212551,0.104027848,30.0,192.0,6.0,12.0,457.0,0.027309091,0.133229083,1.0
Dezmon Patmon,48329,WR,7,0.41,65.2,29,4.14,26.85,2021,2020,IND,6,212,30.11,67.7133333333333,-37.6033333333333,IND,Dezmon Patmon,100,6,212,1587849300,IND,PatmDe00,Dezmon Patmon,D.Patmon,6,212,IND,526.0,0.118950579,9313.0,0.025009936,0.130396679,39.0,212.0,6.0,3.0,523.0,-0.088866667,0.120161165,1.0
Donovan Peoples-Jones,61439,WR,11,0.69,71.8,138,12.55,49.36,2020,2020,CLV,6,187,168.37,67.7133333333333,100.656666666667,CLV,Donovan Peoples-Jones,100,6,187,1587844800,CLE,PeopDo00,Donovan Peoples-Jones,D.Peoples-Jones,6,187,CLE,789.0,0.165444774,12133.0,0.032583008,0.112528068,71.0,187.0,6.0,2.0,787.0,,0.165444774,1.0
Josh Jones,26634,OL,9,0.56,43.0,54,6.0,24.19,2020,2020,ARI,3,72,126.1,101.723333333333,24.3766666666667,ARI,Josh Jones,100,3,72,1587780120,ARI,JoneJo07,Josh Jones,J.Jones,3,72,ARI,2936.0,0.105459302,5532.0,0.014856112,0.138027594,296.0,72.0,3.0,146.0,2790.0,0.098755172,0.105813178,1.0
Eno Benjamin,57136,HB,8,0.47,62.7,40,5.0,29.51,2021,2020,ARI,7,222,88.97,56.798,32.172,ARI,Eno Benjamin,100,7,222,1587850680,ARI,BenjEn00,Eno Benjamin,E.Benjamin,7,222,ARI,966.0,0.146523449,5532.0,0.014856112,0.138027594,84.0,222.0,7.0,63.0,903.0,0.138455738,0.147076404,1.0
Tremayne Anchrum Jr.,41813,OL,1,0.06,61.1,3,3.0,3.82,2020,2020,LAR,7,250,7.35,55.7338888888889,-48.3838888888889,LAR,Tremayne Anchrum,91,7,250,1587854760,LA,AnchTr00,Tremayne Anchrum,T.Anchrum,7,250,LA,389.0,0.154023377,3476.0,0.009334751,0.13010574,25.0,250.0,7.0,1.0,388.0,0.0,0.154023377,1.0
Ezra Cleveland,41973,OL,9,0.56,66.2,622,69.11,37.24,2020,2020,MIN,2,58,179.34,149.015925925926,30.3240740740741,MIN,Ezra Cleveland,100,2,58,1587776760,MIN,ClevEz00,Ezra Cleveland,E.Cleveland,2,58,MIN,3597.0,0.0861746,21534.0,0.057829268,0.114465213,343.0,58.0,2.0,119.0,3478.0,0.051883929,0.087287482,1.0
Freddie Swain,26448,WR,16,1.0,53.4,241,15.06,53.4,2020,2020,SEA,6,214,118.24,67.7133333333333,50.5266666666667,SEA,Freddie Swain,100,6,214,1587849600,SEA,SwaiFr00,Freddie Swain,F.Swain,6,214,SEA,254.0,0.180505929,13602.0,0.036527988,0.106199573,15.0,214.0,6.0,2.0,252.0,0.0,0.181944223,1.0
Geno Stone,55967,S,1,0.06,60.0,2,2.0,3.75,2020,2020,BAL,7,219,98.67,72.0883333333333,26.5816666666667,HOU,Geno Stone,100,7,219,1587850260,BAL,StonGe00,Geno Stone,G.Stone,7,219,BAL,533.0,0.145074432,12762.0,0.034272179,0.109538109,45.0,219.0,7.0,15.0,518.0,-0.05144,0.150820468,1.0
Grant Delpit,60685,S,15,0.88,63.3,599,39.93,55.85,2021,2020,CLV,2,44,119.45,125.228636363636,-5.77863636363637,CLV,Grant Delpit,100,2,44,1587773160,CLE,DelpGr00,Grant Delpit,G.Delpit,2,44,CLE,1116.0,0.072304265,12133.0,0.032583008,0.112528068,108.0,44.0,2.0,71.0,1045.0,0.001605714,0.077099709,1.0
Hakeem Adeniji,45419,OL,9,0.56,51.6,233,25.89,29.03,2020,2020,CIN,6,180,95.97,53.2691304347826,42.7008695652174,CIN,Hakeem Adeniji,100,6,180,1587843720,CIN,AdenHa00,Hakeem Adeniji,H.Adeniji,6,180,CIN,698.0,0.12822029,6597.0,0.017716155,0.145045598,60.0,180.0,6.0,3.0,695.0,0.0,0.128593023,1.0
Harrison Bryant,26394,TE,15,0.94,60.7,294,19.6,56.91,2020,2020,CLV,4,115,177.2,123.521538461538,53.6784615384615,CLV,Harrison Bryant,100,4,115,1587832260,CLE,BryaHa00,Harrison Bryant,H.Bryant,4,115,CLE,674.0,0.13777988,12133.0,0.032583008,0.112528068,51.0,115.0,4.0,11.0,663.0,0.25549,0.135985518,1.0
Harrison Hand,55576,CB,6,0.38,65.8,163,27.17,24.68,2020,2020,MIN,5,169,44.9,66.1504761904762,-21.2504761904762,MIN,Harrison Hand,100,5,169,1587841980,MIN,HandHa00,Harrison Hand,H.Hand,5,169,MIN,1055.0,0.146913135,21534.0,0.057829268,0.114465213,100.0,169.0,5.0,24.0,1031.0,0.357808696,0.142157647,1.0
Henry Ruggs III,61102,WR,13,0.81,54.0,366,28.15,43.88,2020,2020,LV,1,12,74.1,143.783333333333,-69.6833333333333,LV,Henry Ruggs III,100,1,12,1587692400,LV,RuggHe00,Henry Ruggs III,H.III,1,12,LV,6393.0,0.068693932,11083.0,0.029763248,0.107186085,667.0,12.0,1.0,452.0,5941.0,0.142508204,0.063045775,1.0
Isaiah Coulter,55307,WR,1,0.06,52.3,13,13.0,3.08,2021,2020,HOU,5,171,3.08,122.469333333333,-119.389333333333,CHI,Isaiah Coulter,100,5,171,1587842400,HOU,CoulIs00,Isaiah Coulter,I.Coulter,5,171,HOU,751.0,0.105336658,5066.0,0.013604675,0.09754653,59.0,171.0,5.0,7.0,744.0,0.07915,0.105550136,1.0
Isaiah Hodgins,52130,WR,10,0.59,76.6,277,27.7,45.06,2022,2020,BUF,6,207,45.06,67.7133333333333,-22.6533333333333,NYG,Isaiah Hodgins,100,6,207,1587848400,BUF,HodgIs00,Isaiah Hodgins,I.Hodgins,6,207,BUF,164.0,0.11818239,7532.0,0.020227085,0.117431424,7.0,207.0,6.0,2.0,162.0,0.2202,0.116882803,1.0
Isaiah Rodgers,27069,CB,5,0.31,73.9,51,10.2,23.09,2020,2020,IND,6,211,156.57,49.1672727272727,107.402727272727,IND,Isaiah Rodgers,100,6,211,1587849060,IND,RodgIs00,Isaiah Rodgers,I.Rodgers,6,211,IND,779.0,0.128289535,9313.0,0.025009936,0.130396679,58.0,211.0,6.0,21.0,758.0,0.080328571,0.129627092,1.0
Isaiah Simmons,42451,CB,17,1.0,67.9,897,52.76,67.9,2022,2020,ARI,1,8,178.8,148.671428571429,30.1285714285714,ARI,Isaiah Simmons,100,1,8,1587690900,ARI,SimmIs00,Isaiah Simmons,I.Simmons,1,8,ARI,4716.0,0.086658851,5532.0,0.014856112,0.138027594,512.0,8.0,1.0,452.0,4264.0,0.118255481,0.083324646,1.0
Isaiah Wilson,59704,OL,1,0.06,60.0,3,3.0,3.75,2020,2020,TEN,1,29,3.75,161.561785714286,-157.811785714286,TEN,Isaiah Wilson,100,1,29,1587700080,TEN,WilsIs00,Isaiah Wilson,I.Wilson,1,29,TEN,4927.0,0.105002651,4841.0,0.01300044,0.108463721,563.0,29.0,1.0,69.0,4858.0,0.116262687,0.104845447,1.0
J.K. Dobbins,57366,HB,15,0.94,71.5,152,10.13,67.03,2020,2020,BAL,2,55,102.89,156.463333333333,-53.5733333333333,BAL,J.K. Dobbins,100,2,55,1587776040,BAL,DobbJK00,J.K. Dobbins,J.Dobbins,2,55,BAL,1557.0,0.060415329,12762.0,0.034272179,0.109538109,148.0,55.0,2.0,76.0,1481.0,0.063303947,0.060264653,1.0
Jabari Zuniga,26449,ED,8,0.5,33.0,103,12.88,16.5,2020,2020,NYJ,3,79,29.08,117.721923076923,-88.6419230769231,NYJ,Jabari Zuniga,100,3,79,1587781800,NYJ,ZuniJa00,Jabari Zuniga,J.Zuniga,3,79,NYJ,926.0,0.13307709,14679.0,0.039420257,0.113141363,76.0,79.0,3.0,17.0,909.0,0.02626875,0.134965414,1.0
Jack Driscoll,27064,OL,10,0.63,57.4,300,30.0,35.88,2020,2020,PHI,4,145,105.23,71.4645833333333,33.7654166666667,PHI,Jack Driscoll,100,4,145,1587837960,PHI,DrisJa00,Jack Driscoll,J.Driscoll,4,145,PHI,602.0,0.115320608,35223.0,0.094590893,0.058375155,47.0,145.0,4.0,28.0,574.0,-0.037939286,0.122929255,1.0
Jacob Eason,46444,QB,1,0.06,29.6,5,5.0,1.74,2021,2020,IND,4,122,3.46,39.35375,-35.89375,SEA,Jacob Eason,100,4,122,1587833580,IND,EasoJa00,Jacob Eason,J.Eason,4,122,IND,727.0,0.165708811,9313.0,0.025009936,0.130396679,60.0,122.0,4.0,84.0,643.0,0.159054217,0.166582753,1.0
Jacob Phillips,57942,LB,9,0.56,45.3,169,18.78,25.48,2020,2020,CLV,3,97,55.27,105.269411764706,-49.9994117647059,CLV,Jacob Phillips,100,3,97,1587785640,CLE,PhilJa01,Jacob Phillips,J.Phillips,3,97,CLE,1147.0,0.115206903,12133.0,0.032583008,0.112528068,119.0,97.0,3.0,14.0,1133.0,0.110653846,0.115259893,1.0
Jake Fromm,60389,QB,3,0.18,38.5,73,24.33,6.79,2021,2020,BUF,5,167,6.79,24.465,-17.675,NYG,Jake Fromm,100,5,167,1587841560,BUF,FromJa00,Jake Fromm,J.Fromm,5,167,BUF,1252.0,0.127266748,7532.0,0.020227085,0.117431424,99.0,167.0,5.0,114.0,1138.0,0.159325664,0.124040873,1.0
Jake Hanson,28148,OL,2,0.12,62.8,6,3.0,7.39,2021,2020,GB,6,208,15.72,53.2691304347826,-37.5491304347826,GB,Jake Hanson,100,6,208,1587848460,GB,HansJa00,Jake Hanson,J.Hanson,6,208,GB,577.0,0.147305329,33965.0,0.091212551,0.104027848,44.0,208.0,6.0,4.0,573.0,0.04485,0.148038462,1.0
Jake Luton,17287,QB,3,0.19,39.8,123,41.0,7.46,2020,2020,JAX,6,189,7.46,10.678,-3.218,JAX,Jake Luton,100,6,189,1587845220,JAX,LutoJa00,Jake Luton,J.Luton,6,189,JAX,774.0,0.167076271,6713.0,0.018027671,0.117975776,63.0,189.0,6.0,9.0,765.0,0.051666667,0.16844657,1.0
Jalen Hurts,40291,QB,10,0.63,56.2,197,19.7,35.13,2020,2020,PHI,2,53,182.21,72.215,109.995,PHI,Jalen Hurts,100,2,53,1587775260,PHI,HurtJa00,Jalen Hurts,J.Hurts,2,53,PHI,3568.0,0.004609325,35223.0,0.094590893,0.058375155,388.0,53.0,2.0,329.0,3239.0,-0.200797561,0.025591405,1.0
Jalen Reagor,61697,WR,11,0.69,64.0,321,29.18,44.0,2020,2020,PHI,1,21,156.46,143.783333333333,12.6766666666666,PHI,Jalen Reagor,100,1,21,1587696420,PHI,ReagJa00,Jalen Reagor,J.Reagor,1,21,PHI,4633.0,0.093853219,35223.0,0.094590893,0.058375155,467.0,21.0,1.0,252.0,4381.0,0.175307171,0.089149988,1.0
James Lynch,56962,DI,9,0.56,48.9,59,6.56,27.51,2020,2020,MIN,4,130,121.72,113.889,7.831,MIN,James Lynch,100,4,130,1587835260,MIN,LyncJa00,James Lynch,J.Lynch,4,130,MIN,763.0,0.177306974,21534.0,0.057829268,0.114465213,76.0,130.0,4.0,31.0,732.0,0.377753333,0.169069452,1.0
James Smith-Williams,48455,DI,14,0.88,59.9,100,7.14,52.41,2020,2020,WAS,7,229,148.52,60.8544444444444,87.6655555555555,WAS,James Smith-Williams,100,7,229,1587851760,WAS,SmitJa08,James Smith-Williams,J.Smith-Williams,7,229,WAS,525.0,0.09,7335.0,0.019698044,0.108911643,49.0,229.0,7.0,3.0,522.0,0.0,0.09034749,1.0
Jashon Cornell,28074,DI,1,0.06,57.2,4,4.0,3.36,2021,2020,DET,7,235,3.36,60.8544444444444,-57.4944444444444,DET,Jashon Cornell,100,7,235,1587852660,DET,CornJa01,Jashon Cornell,J.Cornell,7,235,DET,162.0,0.142001852,14503.0,0.038947612,0.124482496,14.0,235.0,7.0,0.0,162.0,0.0,0.142001852,0.0
Jason Huntley,45693,HB,4,0.25,55.1,6,1.5,13.78,2020,2020,DET,5,172,16.86,95.2021052631579,-78.3421052631579,PHI,Jason Huntley,100,5,172,1587842580,DET,HuntJa01,Jason Huntley,J.Huntley,5,172,DET,776.0,0.099013237,14503.0,0.038947612,0.124482496,66.0,172.0,5.0,4.0,772.0,0.1879,0.098779632,1.0
Jason Strowbridge,48547,DI,7,0.44,58.2,55,7.86,25.46,2020,2020,MIA,5,154,25.46,124.801666666667,-99.3416666666667,MIA,Jason Strowbridge,100,5,154,1587839400,MIA,StroJa02,Jason Strowbridge,J.Strowbridge,5,154,MIA,725.0,0.137891136,14079.0,0.037808965,0.123932132,54.0,154.0,5.0,16.0,709.0,0.271026667,0.135066478,1.0
Jauan Jennings,48027,WR,16,0.94,65.8,211,13.19,61.93,2021,2020,SF,7,217,124.33,67.252,57.078,SF,Jauan Jennings,100,7,217,1587850020,SF,JennJa00,Jauan Jennings,J.Jennings,7,217,SF,527.0,0.162696339,16341.0,0.043883536,0.113882776,46.0,217.0,7.0,9.0,518.0,-0.0843875,0.166564579,1.0
Javon Kinlaw,56834,DI,14,0.88,54.1,547,39.07,47.34,2020,2020,SF,1,14,74.55,168.117142857143,-93.5671428571429,SF,Javon Kinlaw,100,1,14,1587693540,SF,KinlJa00,Javon Kinlaw,J.Kinlaw,1,14,SF,3416.0,0.054520118,16341.0,0.043883536,0.113882776,403.0,14.0,1.0,164.0,3252.0,0.112098148,0.051639438,1.0
Jaylinn Hawkins,51423,S,5,0.31,60.0,76,15.2,18.75,2020,2020,ATL,4,134,123.45,109.441904761905,14.0080952380952,ATL,Jaylinn Hawkins,100,4,134,1587835980,ATL,HawkJa00,Jaylinn Hawkins,J.Hawkins,4,134,ATL,293.0,0.097415225,7940.0,0.021322763,0.078852919,37.0,134.0,4.0,3.0,290.0,0.0,0.097753472,1.0
Jaylon Johnson,56259,CB,13,0.81,54.9,867,66.69,44.61,2020,2020,CHI,2,50,141.96,108.398846153846,33.5611538461538,CHI,Jaylon Johnson,100,2,50,1587774540,CHI,JohnJa13,Jaylon Johnson,J.Johnson,2,50,CHI,2975.0,0.118383373,12731.0,0.034188929,0.117120924,230.0,50.0,2.0,88.0,2887.0,0.239926136,0.114642288,1.0
Jedrick Wills Jr.,58467,OL,15,0.94,61.5,957,63.8,57.66,2020,2020,CLV,1,10,171.11,161.561785714286,9.54821428571427,CLV,Jedrick Wills Jr.,100,1,10,1587691620,CLE,WillJe04,Jedrick Wills Jr.,J.Jr.,1,10,CLE,4691.0,0.085409481,12133.0,0.032583008,0.112528068,449.0,10.0,1.0,177.0,4514.0,0.150345143,0.082876889,1.0
Jeff Gladney,50471,CB,16,1.0,50.1,958,59.88,50.1,2020,2020,MIN,1,31,50.1,148.671428571429,-98.5714285714286,MIN,Jeff Gladney,100,1,31,1587614520,MIN,GladJe00,Jeff Gladney,J.Gladney,1,31,MIN,,,,,,,,,,,,,
Jeff Okudah,55674,CB,9,0.56,42.5,460,51.11,23.91,2020,2020,DET,1,3,79.44,148.671428571429,-69.2314285714286,DET,Jeff Okudah,100,1,3,1587688680,DET,OkudJe00,Jeff Okudah,J.Okudah,1,3,DET,4942.0,0.066264659,14503.0,0.038947612,0.124482496,436.0,3.0,1.0,195.0,4747.0,0.086561979,0.06543953,1.0
Jeremy Chinn,43179,S,15,0.94,59.0,967,64.47,55.31,2020,2020,CAR,2,64,158.03,125.228636363636,32.8013636363636,CAR,Jeremy Chinn,100,2,64,1587778680,CAR,ChinJe00,Jeremy Chinn,J.Chinn,2,64,CAR,829.0,0.104123422,6452.0,0.017326759,0.12620506,84.0,64.0,2.0,30.0,799.0,0.05832,0.10585403,1.0
Jerry Jeudy,61103,WR,16,1.0,65.2,545,34.06,65.2,2020,2020,DEN,1,15,174.79,143.783333333333,31.0066666666667,DEN,Jerry Jeudy,100,1,15,1587693840,DEN,JeudJe00,Jerry Jeudy,J.Jeudy,1,15,DEN,5456.0,0.083437783,10740.0,0.028842126,0.129802805,581.0,15.0,1.0,423.0,5033.0,0.112103563,0.081028942,1.0
Joe Burrow,28022,QB,10,0.63,75.1,472,47.2,46.94,2020,2020,CIN,1,1,218.71,160.587333333333,58.1226666666666,CIN,Joe Burrow,100,1,1,1587687900,CIN,BurrJo01,Joe Burrow,J.Burrow,1,1,CIN,3259.0,0.040459622,6597.0,0.017716155,0.145045598,292.0,1.0,1.0,463.0,2796.0,0.092544565,0.031800759,1.0
Joe Reed,40221,WR,5,0.31,58.2,11,2.2,18.19,2020,2020,LAC,5,151,18.19,122.469333333333,-104.279333333333,LAC,Joe Reed,100,5,151,1587838800,LAC,ReedJo03,Joe Reed,J.Reed,5,151,LAC,450.0,0.126452928,7817.0,0.020992448,0.13591072,40.0,151.0,5.0,11.0,439.0,0.1235,0.126520968,1.0
John Hightower,84142,WR,12,0.75,50.5,250,20.83,37.88,2020,2020,PHI,5,168,37.88,122.469333333333,-84.5893333333333,PHI,John Hightower,100,5,168,1587841800,PHI,HighJo00,John Hightower,J.Hightower,5,168,PHI,984.0,0.137723535,35223.0,0.094590893,0.058375155,88.0,168.0,5.0,22.0,962.0,0.000209524,0.140756933,1.0
